numbers,bonus_ball,date
"14,29,30,34,35,44",18,2002-04-02
"4,15,19,30,34,37",9,2002-04-02
"12,15,34,36,41,44",20,2002-04-08
"6,24,33,40,46,48",25,2002-04-08
"3,18,22,28,43,47",7,2002-04-14
"11,22,26,27,35,48",13,2002-04-14
"2,11,21,26,28,37",12,2002-04-20
"3,14,21,38,40,46",11,2002-04-20
"6,24,28,30,33,35",17,2002-04-26
"4,14,15,21,27,28",13,2002-04-26
"14,29,30,34,35,44",18,2002-05-02
"4,15,19,30,34,37",9,2002-05-02
"12,15,34,36,41,44",20,2002-05-08
"6,24,33,40,46,48",25,2002-05-08
"3,18,22,28,43,47",7,2002-05-14
"11,22,26,27,35,48",13,2002-05-14
"2,11,21,26,28,37",12,2002-05-20
"3,14,21,38,40,46",11,2002-05-20
"6,24,28,30,33,35",17,2002-05-26
"4,14,15,21,27,28",13,2002-05-26
"14,28,29,37,39,48",26,2002-06-01
"5,19,23,24,27,32",16,2002-06-01
"8,13,22,27,44,45",21,2002-06-07
"19,23,27,33,41,42",24,2002-06-07
"2,18,19,33,34,36",10,2002-06-13
"5,11,32,34,42,46",9,2002-06-13
"6,10,15,24,39,46",7,2002-06-19
"6,7,19,24,40,41",11,2002-06-19
"11,25,30,33,39,47",23,2002-06-25
"5,14,24,27,30,31",21,2002-06-25
"14,28,29,37,39,48",26,2002-07-01
"5,19,23,24,27,32",16,2002-07-01
"8,13,22,27,44,45",21,2002-07-07
"19,23,27,33,41,42",24,2002-07-07
"2,18,19,33,34,36",10,2002-07-13
"5,11,32,34,42,46",9,2002-07-13
"6,10,15,24,39,46",7,2002-07-19
"6,7,19,24,40,41",11,2002-07-19
"11,25,30,33,39,47",23,2002-07-25
"5,14,24,27,30,31",21,2002-07-25
"13,19,21,29,42,45",20,2002-07-31
"1,9,33,40,45,47",28,2002-07-31
"3,12,22,31,35,41",9,2002-08-06
"2,28,41,42,45,47",34,2002-08-06
"3,9,10,18,25,47",5,2002-08-12
"7,12,14,20,26,44",11,2002-08-12
"9,16,21,22,29,45",10,2002-08-18
"20,21,35,43,45,47",23,2002-08-18
"18,26,33,34,44,49",20,2002-08-24
"13,20,25,31,41,48",14,2002-08-24
"13,19,21,29,42,45",20,2002-08-30
"1,9,33,40,45,47",28,2002-08-30
"3,12,22,31,35,41",9,2002-09-05
"2,28,41,42,45,47",34,2002-09-05
"3,9,10,18,25,47",5,2002-09-11
"7,12,14,20,26,44",11,2002-09-11
"9,16,21,22,29,45",10,2002-09-17
"20,21,35,43,45,47",23,2002-09-17
"18,26,33,34,44,49",20,2002-09-23
"13,20,25,31,41,48",14,2002-09-23
"1,10,25,32,38,42",11,2002-09-29
"14,25,26,29,35,40",19,2002-09-29
"19,20,25,40,43,47",22,2002-10-05
"7,21,23,41,43,44",12,2002-10-05
"6,18,32,44,45,49",15,2002-10-11
"9,18,25,27,31,40",22,2002-10-11
"9,14,26,28,31,49",15,2002-10-17
"3,12,17,21,37,44",6,2002-10-17
"6,12,28,33,37,39",26,2002-10-23
"6,19,23,26,32,37",16,2002-10-23
"1,10,25,32,38,42",11,2002-10-29
"14,25,26,29,35,40",19,2002-10-29
"19,20,25,40,43,47",22,2002-11-04
"7,21,23,41,43,44",12,2002-11-04
"6,18,32,44,45,49",15,2002-11-10
"9,18,25,27,31,40",22,2002-11-10
"9,14,26,28,31,49",15,2002-11-16
"3,12,17,21,37,44",6,2002-11-16
"6,12,28,33,37,39",26,2002-11-22
"6,19,23,26,32,37",16,2002-11-22
"10,27,28,32,43,45",17,2002-11-28
"1,27,28,36,40,42",18,2002-11-28
"11,18,22,28,30,33",14,2002-12-04
"8,23,29,31,33,40",26,2002-12-04
"7,21,26,31,35,42",15,2002-12-10
"2,8,10,24,31,37",5,2002-12-10
"5,15,28,32,42,45",27,2002-12-16
"3,16,20,29,30,38",9,2002-12-16
"2,16,25,30,41,47",8,2002-12-22
"14,25,34,36,38,44",19,2002-12-22
"10,27,28,32,43,45",17,2002-12-28
"1,27,28,36,40,42",18,2002-12-28
"11,18,22,28,30,33",14,2003-01-03
"8,23,29,31,33,40",26,2003-01-03
"7,21,26,31,35,42",15,2003-01-09
"2,8,10,24,31,37",5,2003-01-09
"5,15,28,32,42,45",27,2003-01-15
"3,16,20,29,30,38",9,2003-01-15
"2,16,25,30,41,47",8,2003-01-21
"14,25,34,36,38,44",19,2003-01-21
"2,11,25,37,39,46",6,2003-01-27
"5,9,19,31,39,49",10,2003-01-27
"2,16,20,23,24,46",3,2003-02-02
"11,24,25,28,38,42",18,2003-02-02
"1,9,32,35,38,49",26,2003-02-08
"7,15,20,25,30,49",19,2003-02-08
"10,14,29,31,33,43",13,2003-02-14
"9,18,24,26,31,48",15,2003-02-14
"1,6,21,25,31,35",18,2003-02-20
"6,17,18,25,36,47",13,2003-02-20
"2,11,25,37,39,46",6,2003-02-26
"5,9,19,31,39,49",10,2003-02-26
"2,16,20,23,24,46",3,2003-03-04
"11,24,25,28,38,42",18,2003-03-04
"1,9,32,35,38,49",26,2003-03-10
"7,15,20,25,30,49",19,2003-03-10
"10,14,29,31,33,43",13,2003-03-16
"9,18,24,26,31,48",15,2003-03-16
"1,6,21,25,31,35",18,2003-03-22
"6,17,18,25,36,47",13,2003-03-22
"6,18,23,45,47,49",13,2003-03-28
"1,10,20,31,37,49",7,2003-03-28
"20,27,34,43,48,49",25,2003-04-03
"1,9,17,22,31,47",3,2003-04-03
"4,17,20,29,37,42",14,2003-04-09
"13,26,37,39,45,49",25,2003-04-09
"10,14,23,38,41,44",16,2003-04-15
"1,17,33,44,46,48",13,2003-04-15
"5,20,31,32,44,48",6,2003-04-21
"14,24,35,36,38,48",20,2003-04-21
"6,18,23,45,47,49",13,2003-04-27
"1,10,20,31,37,49",7,2003-04-27
"20,27,34,43,48,49",25,2003-05-03
"1,9,17,22,31,47",3,2003-05-03
"4,17,20,29,37,42",14,2003-05-09
"13,26,37,39,45,49",25,2003-05-09
"10,14,23,38,41,44",16,2003-05-15
"1,17,33,44,46,48",13,2003-05-15
"5,20,31,32,44,48",6,2003-05-21
"14,24,35,36,38,48",20,2003-05-21
"1,8,10,24,42,46",9,2003-05-27
"1,11,12,17,18,34",6,2003-05-27
"3,28,30,35,41,44",14,2003-06-02
"1,13,19,26,30,33",2,2003-06-02
"4,25,26,31,43,47",20,2003-06-08
"11,21,24,30,36,39",22,2003-06-08
"27,29,39,41,44,48",35,2003-06-14
"5,25,33,40,42,48",24,2003-06-14
"2,4,18,19,25,40",12,2003-06-20
"1,6,18,24,40,44",5,2003-06-20
"10,25,28,34,38,42",12,2003-06-26
"14,15,22,31,47,49",17,2003-06-26
"13,32,36,37,38,42",24,2003-07-02
"6,30,32,34,41,49",29,2003-07-02
"3,23,30,33,38,44",16,2003-07-08
"9,13,15,29,31,48",14,2003-07-08
"1,13,18,20,27,46",9,2003-07-14
"22,30,34,35,47,49",28,2003-07-14
"5,13,21,29,33,49",8,2003-07-20
"4,10,14,27,34,46",13,2003-07-20
"10,25,28,34,38,42",12,2003-07-26
"14,15,22,31,47,49",17,2003-07-26
"13,32,36,37,38,42",24,2003-08-01
"6,30,32,34,41,49",29,2003-08-01
"3,23,30,33,38,44",16,2003-08-07
"9,13,15,29,31,48",14,2003-08-07
"1,13,18,20,27,46",9,2003-08-13
"22,30,34,35,47,49",28,2003-08-13
"5,13,21,29,33,49",8,2003-08-19
"4,10,14,27,34,46",13,2003-08-19
"2,15,16,34,47,48",9,2003-08-25
"1,15,27,29,39,48",14,2003-08-25
"6,25,26,34,47,48",9,2003-08-31
"12,27,35,36,37,39",17,2003-08-31
"3,14,22,23,26,41",8,2003-09-06
"2,7,17,46,47,49",12,2003-09-06
"5,22,30,33,38,48",6,2003-09-12
"2,11,13,24,25,33",7,2003-09-12
"1,17,19,25,26,34",16,2003-09-18
"4,25,31,33,37,43",7,2003-09-18
"2,15,16,34,47,48",9,2003-09-24
"1,15,27,29,39,48",14,2003-09-24
"6,25,26,34,47,48",9,2003-09-30
"12,27,35,36,37,39",17,2003-09-30
"3,14,22,23,26,41",8,2003-10-06
"2,7,17,46,47,49",12,2003-10-06
"5,22,30,33,38,48",6,2003-10-12
"2,11,13,24,25,33",7,2003-10-12
"1,17,19,25,26,34",16,2003-10-18
"4,25,31,33,37,43",7,2003-10-18
"11,38,39,44,47,48",19,2003-10-24
"10,16,30,36,42,47",15,2003-10-24
"23,31,33,38,39,47",27,2003-10-30
"4,16,21,22,32,39",12,2003-10-30
"10,28,29,33,41,49",11,2003-11-05
"17,27,28,36,41,45",21,2003-11-05
"4,22,26,35,41,46",14,2003-11-11
"2,35,37,38,44,49",15,2003-11-11
"7,12,16,32,37,47",9,2003-11-17
"20,22,29,30,31,41",28,2003-11-17
"3,9,30,35,43,46",5,2003-11-23
"9,16,23,27,35,47",18,2003-11-23
"3,15,20,25,34,46",16,2003-11-29
"2,11,13,17,40,46",4,2003-11-29
"6,20,21,31,32,34",10,2003-12-05
"3,14,30,35,36,48",7,2003-12-05
"4,18,19,28,46,48",15,2003-12-11
"2,11,21,37,43,48",7,2003-12-11
"10,14,21,28,43,45",11,2003-12-17
"1,6,38,40,41,43",16,2003-12-17
"3,14,18,22,35,42",7,2003-12-23
"6,24,26,39,40,41",22,2003-12-23
"7,15,18,36,37,40",9,2003-12-29
"4,21,24,35,37,40",20,2003-12-29
"23,33,34,36,39,44",26,2004-01-04
"2,17,26,39,41,42",7,2004-01-04
"10,17,22,30,33,35",11,2004-01-10
"4,29,36,40,45,47",23,2004-01-10
"6,22,23,29,34,45",14,2004-01-16
"9,21,24,36,38,48",12,2004-01-16
"2,13,14,36,45,49",11,2004-01-22
"1,16,27,38,43,47",5,2004-01-22
"12,22,30,32,42,48",29,2004-01-28
"12,25,28,38,44,45",15,2004-01-28
"9,20,23,29,44,47",18,2004-02-03
"7,21,24,26,28,43",15,2004-02-03
"1,23,26,28,35,39",13,2004-02-09
"5,10,19,20,36,41",13,2004-02-09
"3,7,18,26,35,43",6,2004-02-15
"3,23,28,38,41,46",25,2004-02-15
"2,13,14,36,45,49",11,2004-02-21
"1,16,27,38,43,47",5,2004-02-21
"12,22,30,32,42,48",29,2004-02-27
"12,25,28,38,44,45",15,2004-02-27
"9,20,23,29,44,47",18,2004-03-04
"7,21,24,26,28,43",15,2004-03-04
"1,23,26,28,35,39",13,2004-03-10
"5,10,19,20,36,41",13,2004-03-10
"3,7,18,26,35,43",6,2004-03-16
"3,23,28,38,41,46",25,2004-03-16
"5,13,25,26,46,47",6,2004-03-22
"4,18,29,32,38,41",9,2004-03-22
"7,19,20,21,29,32",11,2004-03-28
"7,12,42,44,46,47",18,2004-03-28
"9,17,23,29,30,33",13,2004-04-03
"3,11,14,26,43,44",6,2004-04-03
"4,7,16,19,44,46",12,2004-04-09
"8,14,18,24,30,31",9,2004-04-09
"3,12,17,19,32,37",4,2004-04-15
"4,20,27,43,46,47",5,2004-04-15
"5,13,25,26,46,47",6,2004-04-21
"4,18,29,32,38,41",9,2004-04-21
"7,19,20,21,29,32",11,2004-04-27
"7,12,42,44,46,47",18,2004-04-27
"9,17,23,29,30,33",13,2004-05-03
"3,11,14,26,43,44",6,2004-05-03
"4,7,16,19,44,46",12,2004-05-09
"8,14,18,24,30,31",9,2004-05-09
"3,12,17,19,32,37",4,2004-05-15
"4,20,27,43,46,47",5,2004-05-15
"11,17,33,38,40,45",16,2004-05-21
"4,12,42,44,46,48",11,2004-05-21
"3,26,27,30,34,46",16,2004-05-27
"5,28,37,42,44,47",18,2004-05-27
"2,10,25,27,38,49",23,2004-06-02
"1,7,23,39,44,47",8,2004-06-02
"1,4,8,12,33,48",6,2004-06-08
"2,8,26,27,33,45",24,2004-06-08
"14,17,25,37,45,47",16,2004-06-14
"6,17,18,20,22,33",10,2004-06-14
"6,19,27,29,42,46",18,2004-06-20
"10,31,36,38,40,42",23,2004-06-20
"1,11,36,39,45,46",33,2004-06-26
"12,32,33,40,42,45",24,2004-06-26
"8,14,32,34,44,45",29,2004-07-02
"1,20,21,25,28,41",7,2004-07-02
"1,5,16,25,36,37",3,2004-07-08
"3,18,37,40,46,47",11,2004-07-08
"9,26,29,37,45,47",20,2004-07-14
"8,21,24,26,33,40",11,2004-07-14
"9,20,22,37,39,47",18,2004-07-20
"6,9,19,26,39,46",16,2004-07-20
"2,19,20,26,32,41",16,2004-07-26
"8,20,31,34,35,42",9,2004-07-26
"1,33,36,39,40,47",7,2004-08-01
"7,8,27,31,34,36",21,2004-08-01
"7,22,35,38,39,49",8,2004-08-07
"5,23,27,29,42,46",15,2004-08-07
"3,21,24,35,36,40",14,2004-08-13
"5,24,29,33,44,45",21,2004-08-13
"9,20,22,37,39,47",18,2004-08-19
"6,9,19,26,39,46",16,2004-08-19
"2,19,20,26,32,41",16,2004-08-25
"8,20,31,34,35,42",9,2004-08-25
"1,33,36,39,40,47",7,2004-08-31
"7,8,27,31,34,36",21,2004-08-31
"7,22,35,38,39,49",8,2004-09-06
"5,23,27,29,42,46",15,2004-09-06
"3,21,24,35,36,40",14,2004-09-12
"5,24,29,33,44,45",21,2004-09-12
"8,11,28,31,34,48",25,2004-09-18
"17,21,31,33,36,42",23,2004-09-18
"10,20,25,33,35,46",14,2004-09-24
"2,26,38,39,43,48",18,2004-09-24
"1,7,9,11,27,33",5,2004-09-30
"3,28,33,35,36,42",23,2004-09-30
"15,29,33,37,39,46",32,2004-10-06
"10,14,26,28,33,35",15,2004-10-06
"2,4,18,30,40,45",3,2004-10-12
"2,32,37,40,45,49",13,2004-10-12
"8,11,28,31,34,48",25,2004-10-18
"17,21,31,33,36,42",23,2004-10-18
"10,20,25,33,35,46",14,2004-10-24
"2,26,38,39,43,48",18,2004-10-24
"1,7,9,11,27,33",5,2004-10-30
"3,28,33,35,36,42",23,2004-10-30
"15,29,33,37,39,46",32,2004-11-05
"10,14,26,28,33,35",15,2004-11-05
"2,4,18,30,40,45",3,2004-11-11
"2,32,37,40,45,49",13,2004-11-11
"20,31,34,36,37,43",23,2004-11-17
"19,32,33,39,40,45",26,2004-11-17
"8,15,27,32,46,48",24,2004-11-23
"2,30,42,43,45,47",6,2004-11-23
"2,11,30,34,36,47",10,2004-11-29
"8,22,34,41,42,45",12,2004-11-29
"5,13,27,30,38,48",7,2004-12-05
"10,12,28,31,34,44",27,2004-12-05
"10,24,28,35,43,49",25,2004-12-11
"1,29,32,40,43,44",20,2004-12-11
"20,31,34,36,37,43",23,2004-12-17
"19,32,33,39,40,45",26,2004-12-17
"8,15,27,32,46,48",24,2004-12-23
"2,30,42,43,45,47",6,2004-12-23
"2,11,30,34,36,47",10,2004-12-29
"8,22,34,41,42,45",12,2004-12-29
"5,13,27,30,38,48",7,2005-01-04
"10,12,28,31,34,44",27,2005-01-04
"10,24,28,35,43,49",25,2005-01-10
"1,29,32,40,43,44",20,2005-01-10
"8,20,21,22,27,39",11,2005-01-16
"5,11,15,42,44,45",9,2005-01-16
"2,9,20,22,32,44",7,2005-01-22
"1,5,14,29,36,42",7,2005-01-22
"4,13,29,30,37,47",9,2005-01-28
"10,28,41,46,47,48",12,2005-01-28
"5,24,27,32,37,41",12,2005-02-03
"13,20,31,36,46,49",14,2005-02-03
"2,6,22,28,37,41",4,2005-02-09
"5,12,19,36,43,48",17,2005-02-09
"2,18,22,41,42,46",4,2005-02-15
"3,29,30,37,42,45",15,2005-02-15
"1,11,17,21,41,49",5,2005-02-21
"16,22,37,41,44,47",18,2005-02-21
"1,22,26,28,30,37",14,2005-02-27
"3,18,24,25,32,45",17,2005-02-27
"22,33,34,36,40,41",28,2005-03-05
"2,7,10,12,13,36",5,2005-03-05
"11,22,36,38,41,46",24,2005-03-11
"4,7,34,36,38,48",18,2005-03-11
"2,15,17,33,35,37",7,2005-03-17
"7,22,27,29,41,42",17,2005-03-17
"3,10,20,25,41,43",6,2005-03-23
"2,18,33,38,40,41",3,2005-03-23
"17,26,38,40,42,47",34,2005-03-29
"9,15,24,26,43,47",21,2005-03-29
"2,25,26,32,35,48",6,2005-04-04
"5,19,26,37,39,47",8,2005-04-04
"3,10,18,39,41,42",8,2005-04-10
"1,6,26,32,38,39",25,2005-04-10
"2,15,17,33,35,37",7,2005-04-16
"7,22,27,29,41,42",17,2005-04-16
"3,10,20,25,41,43",6,2005-04-22
"2,18,33,38,40,41",3,2005-04-22
"17,26,38,40,42,47",34,2005-04-28
"9,15,24,26,43,47",21,2005-04-28
"2,25,26,32,35,48",6,2005-05-04
"5,19,26,37,39,47",8,2005-05-04
"3,10,18,39,41,42",8,2005-05-10
"1,6,26,32,38,39",25,2005-05-10
"16,26,30,33,38,46",22,2005-05-16
"1,15,36,41,45,47",12,2005-05-16
"11,26,28,33,35,49",27,2005-05-22
"4,25,28,34,38,43",12,2005-05-22
"6,21,30,34,44,46",11,2005-05-28
"7,13,28,39,43,45",8,2005-05-28
"5,10,20,33,36,38",14,2005-06-03
"7,21,25,35,42,47",22,2005-06-03
"10,25,26,29,42,45",15,2005-06-09
"1,23,25,37,42,45",19,2005-06-09
"16,26,30,33,38,46",22,2005-06-15
"1,15,36,41,45,47",12,2005-06-15
"11,26,28,33,35,49",27,2005-06-21
"4,25,28,34,38,43",12,2005-06-21
"6,21,30,34,44,46",11,2005-06-27
"7,13,28,39,43,45",8,2005-06-27
"5,10,20,33,36,38",14,2005-07-03
"7,21,25,35,42,47",22,2005-07-03
"10,25,26,29,42,45",15,2005-07-09
"1,23,25,37,42,45",19,2005-07-09
"3,12,19,20,22,32",14,2005-07-15
"3,18,19,21,44,45",8,2005-07-15
"4,10,14,16,26,29",5,2005-07-21
"11,20,21,27,35,37",17,2005-07-21
"2,13,15,17,22,33",10,2005-07-27
"3,6,16,31,45,48",11,2005-07-27
"4,21,28,37,41,42",14,2005-08-02
"1,10,11,21,35,47",6,2005-08-02
"5,27,34,40,44,48",24,2005-08-08
"6,37,42,44,46,49",21,2005-08-08
"3,12,19,20,22,32",14,2005-08-14
"3,18,19,21,44,45",8,2005-08-14
"4,10,14,16,26,29",5,2005-08-20
"11,20,21,27,35,37",17,2005-08-20
"2,13,15,17,22,33",10,2005-08-26
"3,6,16,31,45,48",11,2005-08-26
"4,21,28,37,41,42",14,2005-09-01
"1,10,11,21,35,47",6,2005-09-01
"5,27,34,40,44,48",24,2005-09-07
"6,37,42,44,46,49",21,2005-09-07
"1,14,19,31,37,38",5,2005-09-13
"6,7,22,36,39,43",10,2005-09-13
"1,15,19,22,40,48",13,2005-09-19
"2,8,13,16,23,38",11,2005-09-19
"7,12,37,38,40,46",36,2005-09-25
"12,22,25,37,38,44",16,2005-09-25
"5,7,29,33,42,45",8,2005-10-01
"4,35,41,43,45,47",27,2005-10-01
"8,20,26,32,35,39",19,2005-10-07
"2,17,22,25,29,36",5,2005-10-07
"1,14,19,31,37,38",5,2005-10-13
"6,7,22,36,39,43",10,2005-10-13
"1,15,19,22,40,48",13,2005-10-19
"2,8,13,16,23,38",11,2005-10-19
"7,12,37,38,40,46",36,2005-10-25
"12,22,25,37,38,44",16,2005-10-25
"5,7,29,33,42,45",8,2005-10-31
"4,35,41,43,45,47",27,2005-10-31
"8,20,26,32,35,39",19,2005-11-06
"2,17,22,25,29,36",5,2005-11-06
"7,11,15,25,30,36",12,2005-11-12
"8,13,19,29,39,47",9,2005-11-12
"8,19,22,30,36,40",12,2005-11-18
"4,25,36,38,45,47",10,2005-11-18
"1,11,19,31,40,43",6,2005-11-24
"2,20,29,32,34,43",15,2005-11-24
"2,26,31,33,38,40",23,2005-11-30
"1,8,24,27,47,49",9,2005-11-30
"12,23,34,41,43,48",28,2005-12-06
"10,11,13,26,44,46",12,2005-12-06
"7,11,15,25,30,36",12,2005-12-12
"8,13,19,29,39,47",9,2005-12-12
"8,19,22,30,36,40",12,2005-12-18
"4,25,36,38,45,47",10,2005-12-18
"1,11,19,31,40,43",6,2005-12-24
"2,20,29,32,34,43",15,2005-12-24
"2,26,31,33,38,40",23,2005-12-30
"1,8,24,27,47,49",9,2005-12-30
"12,23,34,41,43,48",28,2006-01-05
"10,11,13,26,44,46",12,2006-01-05
"14,34,42,44,46,48",20,2006-01-11
"14,21,23,26,32,46",20,2006-01-11
"9,27,35,37,40,48",14,2006-01-17
"2,13,16,19,32,37",11,2006-01-17
"20,23,36,39,42,45",24,2006-01-23
"8,16,28,32,47,49",20,2006-01-23
"2,23,41,43,45,49",35,2006-01-29
"7,16,20,41,46,47",10,2006-01-29
"12,27,35,36,43,48",29,2006-02-04
"8,13,26,30,39,45",9,2006-02-04
"2,19,23,25,27,36",5,2006-02-10
"8,14,18,19,28,30",15,2006-02-10
"1,5,31,34,38,42",3,2006-02-16
"5,17,18,22,31,35",7,2006-02-16
"19,25,27,41,44,47",21,2006-02-22
"12,13,18,22,25,32",17,2006-02-22
"6,30,35,42,45,46",32,2006-02-28
"6,9,21,25,30,42",13,2006-02-28
"2,19,33,37,38,44",18,2006-03-06
"5,13,30,34,36,38",7,2006-03-06
"2,19,23,25,27,36",5,2006-03-12
"8,14,18,19,28,30",15,2006-03-12
"1,5,31,34,38,42",3,2006-03-18
"5,17,18,22,31,35",7,2006-03-18
"19,25,27,41,44,47",21,2006-03-24
"12,13,18,22,25,32",17,2006-03-24
"6,30,35,42,45,46",32,2006-03-30
"6,9,21,25,30,42",13,2006-03-30
"2,19,33,37,38,44",18,2006-04-05
"5,13,30,34,36,38",7,2006-04-05
"1,5,13,19,24,37",6,2006-04-11
"1,21,39,46,47,49",26,2006-04-11
"2,17,22,29,38,43",14,2006-04-17
"8,16,20,30,33,48",17,2006-04-17
"11,18,36,37,38,49",24,2006-04-23
"3,10,14,21,26,46",6,2006-04-23
"2,27,29,32,39,46",19,2006-04-29
"3,6,11,21,30,38",7,2006-04-29
"1,12,29,30,33,35",4,2006-05-05
"7,18,27,28,38,46",11,2006-05-05
"1,5,13,19,24,37",6,2006-05-11
"1,21,39,46,47,49",26,2006-05-11
"2,17,22,29,38,43",14,2006-05-17
"8,16,20,30,33,48",17,2006-05-17
"11,18,36,37,38,49",24,2006-05-23
"3,10,14,21,26,46",6,2006-05-23
"2,27,29,32,39,46",19,2006-05-29
"3,6,11,21,30,38",7,2006-05-29
"1,12,29,30,33,35",4,2006-06-04
"7,18,27,28,38,46",11,2006-06-04
"1,6,18,27,42,46",4,2006-06-10
"7,9,18,21,28,41",12,2006-06-10
"6,13,17,19,40,44",7,2006-06-16
"2,5,16,27,36,40",4,2006-06-16
"4,22,29,40,43,45",15,2006-06-22
"10,23,31,32,36,49",20,2006-06-22
"6,22,31,33,37,42",20,2006-06-28
"6,32,35,43,44,49",9,2006-06-28
"7,18,28,31,38,45",16,2006-07-04
"6,11,29,37,43,47",12,2006-07-04
"1,6,18,27,42,46",4,2006-07-10
"7,9,18,21,28,41",12,2006-07-10
"6,13,17,19,40,44",7,2006-07-16
"2,5,16,27,36,40",4,2006-07-16
"4,22,29,40,43,45",15,2006-07-22
"10,23,31,32,36,49",20,2006-07-22
"6,22,31,33,37,42",20,2006-07-28
"6,32,35,43,44,49",9,2006-07-28
"7,18,28,31,38,45",16,2006-08-03
"6,11,29,37,43,47",12,2006-08-03
"15,17,28,29,35,47",16,2006-08-09
"2,15,21,22,37,44",14,2006-08-09
"1,18,23,36,38,39",9,2006-08-15
"9,20,22,36,43,46",11,2006-08-15
"6,11,29,37,41,42",28,2006-08-21
"4,13,18,32,35,43",15,2006-08-21
"4,16,17,26,36,44",6,2006-08-27
"1,17,22,23,38,46",13,2006-08-27
"13,14,24,28,31,38",22,2006-09-02
"9,15,24,25,28,33",12,2006-09-02
"15,17,28,29,35,47",16,2006-09-08
"2,15,21,22,37,44",14,2006-09-08
"1,18,23,36,38,39",9,2006-09-14
"9,20,22,36,43,46",11,2006-09-14
"6,11,29,37,41,42",28,2006-09-20
"4,13,18,32,35,43",15,2006-09-20
"4,16,17,26,36,44",6,2006-09-26
"1,17,22,23,38,46",13,2006-09-26
"13,14,24,28,31,38",22,2006-10-02
"9,15,24,25,28,33",12,2006-10-02
"4,23,33,36,47,49",32,2006-10-08
"8,14,35,41,46,47",15,2006-10-08
"3,15,17,21,37,47",6,2006-10-14
"4,5,13,30,38,41",8,2006-10-14
"1,6,10,21,40,43",7,2006-10-20
"3,32,33,34,36,44",8,2006-10-20
"11,12,24,25,38,39",13,2006-10-26
"4,5,24,27,28,32",8,2006-10-26
"1,34,37,38,40,46",4,2006-11-01
"2,19,20,33,46,48",9,2006-11-01
"4,23,33,36,47,49",32,2006-11-07
"8,14,35,41,46,47",15,2006-11-07
"3,15,17,21,37,47",6,2006-11-13
"4,5,13,30,38,41",8,2006-11-13
"1,6,10,21,40,43",7,2006-11-19
"3,32,33,34,36,44",8,2006-11-19
"11,12,24,25,38,39",13,2006-11-25
"4,5,24,27,28,32",8,2006-11-25
"1,34,37,38,40,46",4,2006-12-01
"2,19,20,33,46,48",9,2006-12-01
"2,6,28,32,35,40",22,2006-12-07
"10,14,28,31,35,45",22,2006-12-07
"1,15,24,27,44,46",4,2006-12-13
"1,21,22,26,35,38",4,2006-12-13
"15,23,25,27,45,49",17,2006-12-19
"1,23,27,41,42,49",18,2006-12-19
"1,9,22,23,29,41",5,2006-12-25
"8,26,28,35,38,39",13,2006-12-25
"1,30,34,40,41,43",17,2006-12-31
"3,10,24,43,44,45",15,2006-12-31
"2,6,28,32,35,40",22,2007-01-06
"10,14,28,31,35,45",22,2007-01-06
"1,15,24,27,44,46",4,2007-01-12
"1,21,22,26,35,38",4,2007-01-12
"15,23,25,27,45,49",17,2007-01-18
"1,23,27,41,42,49",18,2007-01-18
"1,9,22,23,29,41",5,2007-01-24
"8,26,28,35,38,39",13,2007-01-24
"1,30,34,40,41,43",17,2007-01-30
"3,10,24,43,44,45",15,2007-01-30
"9,16,18,29,30,35",17,2007-02-05
"1,13,36,38,39,49",20,2007-02-05
"4,13,22,27,30,41",11,2007-02-11
"4,10,11,26,34,39",9,2007-02-11
"17,27,28,34,35,45",25,2007-02-17
"4,12,28,33,43,45",6,2007-02-17
"3,19,24,26,29,41",21,2007-02-23
"4,5,14,16,33,38",9,2007-02-23
"3,15,19,27,29,40",16,2007-03-01
"6,13,23,24,25,48",8,2007-03-01
"9,16,18,29,30,35",17,2007-03-07
"1,13,36,38,39,49",20,2007-03-07
"4,13,22,27,30,41",11,2007-03-13
"4,10,11,26,34,39",9,2007-03-13
"17,27,28,34,35,45",25,2007-03-19
"4,12,28,33,43,45",6,2007-03-19
"3,19,24,26,29,41",21,2007-03-25
"4,5,14,16,33,38",9,2007-03-25
"3,15,19,27,29,40",16,2007-03-31
"6,13,23,24,25,48",8,2007-03-31
"8,11,14,22,32,41",12,2007-04-06
"1,14,17,21,30,34",9,2007-04-06
"3,11,28,30,33,44",14,2007-04-12
"9,26,28,32,41,49",13,2007-04-12
"10,18,29,36,37,44",20,2007-04-18
"3,8,12,20,29,41",11,2007-04-18
"2,18,20,22,26,34",15,2007-04-24
"4,8,15,18,29,32",6,2007-04-24
"5,11,22,32,39,49",8,2007-04-30
"5,12,17,22,36,41",11,2007-04-30
"8,11,14,22,32,41",12,2007-05-06
"1,14,17,21,30,34",9,2007-05-06
"3,11,28,30,33,44",14,2007-05-12
"9,26,28,32,41,49",13,2007-05-12
"10,18,29,36,37,44",20,2007-05-18
"3,8,12,20,29,41",11,2007-05-18
"2,18,20,22,26,34",15,2007-05-24
"4,8,15,18,29,32",6,2007-05-24
"5,11,22,32,39,49",8,2007-05-30
"5,12,17,22,36,41",11,2007-05-30
"15,27,30,31,34,43",21,2007-06-05
"1,8,12,20,30,40",6,2007-06-05
"4,24,34,40,43,45",18,2007-06-11
"5,13,18,27,28,39",6,2007-06-11
"8,19,30,35,39,47",9,2007-06-17
