numbers,bonus_ball,date
"14,29,30,34,35,44",18,2028-03-20
"4,15,19,30,34,37",9,2028-03-23
"12,15,34,36,41,44",20,2028-03-26
"6,24,33,40,46,48",25,2028-03-29
"3,18,22,28,43,47",7,2028-04-01
"11,22,26,27,35,48",13,2028-04-04
"2,11,21,26,28,37",12,2028-04-07
"3,14,21,38,40,46",11,2028-04-10
"6,24,28,30,33,35",17,2028-04-13
"4,14,15,21,27,28",13,2028-04-16
"14,29,30,34,35,44",18,2028-04-19
"4,15,19,30,34,37",9,2028-04-22
"12,15,34,36,41,44",20,2028-04-25
"6,24,33,40,46,48",25,2028-04-28
"3,18,22,28,43,47",7,2028-05-01
"11,22,26,27,35,48",13,2028-05-04
"2,11,21,26,28,37",12,2028-05-07
"3,14,21,38,40,46",11,2028-05-10
"6,24,28,30,33,35",17,2028-05-13
"4,14,15,21,27,28",13,2028-05-16
"14,28,29,37,39,48",26,2028-05-19
"5,19,23,24,27,32",16,2028-05-22
"8,13,22,27,44,45",21,2028-05-25
"19,23,27,33,41,42",24,2028-05-28
"2,18,19,33,34,36",10,2028-05-31
"5,11,32,34,42,46",9,2028-06-03
"6,10,15,24,39,46",7,2028-06-06
"6,7,19,24,40,41",11,2028-06-09
"11,25,30,33,39,47",23,2028-06-12
"5,14,24,27,30,31",21,2028-06-15
"14,28,29,37,39,48",26,2028-06-18
"5,19,23,24,27,32",16,2028-06-21
"8,13,22,27,44,45",21,2028-06-24
"19,23,27,33,41,42",24,2028-06-27
"2,18,19,33,34,36",10,2028-06-30
"5,11,32,34,42,46",9,2028-07-03
"6,10,15,24,39,46",7,2028-07-06
"6,7,19,24,40,41",11,2028-07-09
"11,25,30,33,39,47",23,2028-07-12
"5,14,24,27,30,31",21,2028-07-15
"13,19,21,29,42,45",20,2028-07-18
"1,9,33,40,45,47",28,2028-07-21
"3,12,22,31,35,41",9,2028-07-24
"2,28,41,42,45,47",34,2028-07-27
"3,9,10,18,25,47",5,2028-07-30
"7,12,14,20,26,44",11,2028-08-02
"9,16,21,22,29,45",10,2028-08-05
"20,21,35,43,45,47",23,2028-08-08
"18,26,33,34,44,49",20,2028-08-11
"13,20,25,31,41,48",14,2028-08-14
"13,19,21,29,42,45",20,2028-08-17
"1,9,33,40,45,47",28,2028-08-20
"3,12,22,31,35,41",9,2028-08-23
"2,28,41,42,45,47",34,2028-08-26
"3,9,10,18,25,47",5,2028-08-29
"7,12,14,20,26,44",11,2028-09-01
"9,16,21,22,29,45",10,2028-09-04
"20,21,35,43,45,47",23,2028-09-07
"18,26,33,34,44,49",20,2028-09-10
"13,20,25,31,41,48",14,2028-09-13
"1,10,25,32,38,42",11,2028-09-16
"14,25,26,29,35,40",19,2028-09-19
"19,20,25,40,43,47",22,2028-09-22
"7,21,23,41,43,44",12,2028-09-25
"6,18,32,44,45,49",15,2028-09-28
"9,18,25,27,31,40",22,2028-10-01
"9,14,26,28,31,49",15,2028-10-04
"3,12,17,21,37,44",6,2028-10-07
"6,12,28,33,37,39",26,2028-10-10
"6,19,23,26,32,37",16,2028-10-13
"1,10,25,32,38,42",11,2028-10-16
"14,25,26,29,35,40",19,2028-10-19
"19,20,25,40,43,47",22,2028-10-22
"7,21,23,41,43,44",12,2028-10-25
"6,18,32,44,45,49",15,2028-10-28
"9,18,25,27,31,40",22,2028-10-31
"9,14,26,28,31,49",15,2028-11-03
"3,12,17,21,37,44",6,2028-11-06
"6,12,28,33,37,39",26,2028-11-09
"6,19,23,26,32,37",16,2028-11-12
"10,27,28,32,43,45",17,2028-11-15
"1,27,28,36,40,42",18,2028-11-18
"11,18,22,28,30,33",14,2028-11-21
"8,23,29,31,33,40",26,2028-11-24
"7,21,26,31,35,42",15,2028-11-27
"2,8,10,24,31,37",5,2028-11-30
"5,15,28,32,42,45",27,2028-12-03
"3,16,20,29,30,38",9,2028-12-06
"2,16,25,30,41,47",8,2028-12-09
"14,25,34,36,38,44",19,2028-12-12
"10,27,28,32,43,45",17,2028-12-15
"1,27,28,36,40,42",18,2028-12-18
"11,18,22,28,30,33",14,2028-12-21
"8,23,29,31,33,40",26,2028-12-24
"7,21,26,31,35,42",15,2028-12-27
"2,8,10,24,31,37",5,2028-12-30
"5,15,28,32,42,45",27,2029-01-02
"3,16,20,29,30,38",9,2029-01-05
"2,16,25,30,41,47",8,2029-01-08
"14,25,34,36,38,44",19,2029-01-11
"2,11,25,37,39,46",6,2029-01-14
"5,9,19,31,39,49",10,2029-01-17
"2,16,20,23,24,46",3,2029-01-20
"11,24,25,28,38,42",18,2029-01-23
"1,9,32,35,38,49",26,2029-01-26
"7,15,20,25,30,49",19,2029-01-29
"10,14,29,31,33,43",13,2029-02-01
"9,18,24,26,31,48",15,2029-02-04
"1,6,21,25,31,35",18,2029-02-07
"6,17,18,25,36,47",13,2029-02-10
"2,11,25,37,39,46",6,2029-02-13
"5,9,19,31,39,49",10,2029-02-16
"2,16,20,23,24,46",3,2029-02-19
"11,24,25,28,38,42",18,2029-02-22
"1,9,32,35,38,49",26,2029-02-25
"7,15,20,25,30,49",19,2029-02-28
"10,14,29,31,33,43",13,2029-03-03
"9,18,24,26,31,48",15,2029-03-06
"1,6,21,25,31,35",18,2029-03-09
"6,17,18,25,36,47",13,2029-03-12
"6,18,23,45,47,49",13,2029-03-15
"1,10,20,31,37,49",7,2029-03-18
"20,27,34,43,48,49",25,2029-03-21
"1,9,17,22,31,47",3,2029-03-24
"4,17,20,29,37,42",14,2029-03-27
"13,26,37,39,45,49",25,2029-03-30
"10,14,23,38,41,44",16,2029-04-02
"1,17,33,44,46,48",13,2029-04-05
"5,20,31,32,44,48",6,2029-04-08
"14,24,35,36,38,48",20,2029-04-11
"6,18,23,45,47,49",13,2029-04-14
"1,10,20,31,37,49",7,2029-04-17
"20,27,34,43,48,49",25,2029-04-20
"1,9,17,22,31,47",3,2029-04-23
"4,17,20,29,37,42",14,2029-04-26
"13,26,37,39,45,49",25,2029-04-29
"10,14,23,38,41,44",16,2029-05-02
"1,17,33,44,46,48",13,2029-05-05
"5,20,31,32,44,48",6,2029-05-08
"14,24,35,36,38,48",20,2029-05-11
"1,8,10,24,42,46",9,2029-05-14
"1,11,12,17,18,34",6,2029-05-17
"3,28,30,35,41,44",14,2029-05-20
"1,13,19,26,30,33",2,2029-05-23
"4,25,26,31,43,47",20,2029-05-26
"11,21,24,30,36,39",22,2029-05-29
"27,29,39,41,44,48",35,2029-06-01
"5,25,33,40,42,48",24,2029-06-04
"2,4,18,19,25,40",12,2029-06-07
"1,6,18,24,40,44",5,2029-06-10
"10,25,28,34,38,42",12,2029-06-13
"14,15,22,31,47,49",17,2029-06-16
"13,32,36,37,38,42",24,2029-06-19
"6,30,32,34,41,49",29,2029-06-22
"3,23,30,33,38,44",16,2029-06-25
"9,13,15,29,31,48",14,2029-06-28
"1,13,18,20,27,46",9,2029-07-01
"22,30,34,35,47,49",28,2029-07-04
"5,13,21,29,33,49",8,2029-07-07
"4,10,14,27,34,46",13,2029-07-10
"10,25,28,34,38,42",12,2029-07-13
"14,15,22,31,47,49",17,2029-07-16
"13,32,36,37,38,42",24,2029-07-19
"6,30,32,34,41,49",29,2029-07-22
"3,23,30,33,38,44",16,2029-07-25
"9,13,15,29,31,48",14,2029-07-28
"1,13,18,20,27,46",9,2029-07-31
"22,30,34,35,47,49",28,2029-08-03
"5,13,21,29,33,49",8,2029-08-06
"4,10,14,27,34,46",13,2029-08-09
"2,15,16,34,47,48",9,2029-08-12
"1,15,27,29,39,48",14,2029-08-15
"6,25,26,34,47,48",9,2029-08-18
"12,27,35,36,37,39",17,2029-08-21
"3,14,22,23,26,41",8,2029-08-24
"2,7,17,46,47,49",12,2029-08-27
"5,22,30,33,38,48",6,2029-08-30
"2,11,13,24,25,33",7,2029-09-02
"1,17,19,25,26,34",16,2029-09-05
"4,25,31,33,37,43",7,2029-09-08
"2,15,16,34,47,48",9,2029-09-11
"1,15,27,29,39,48",14,2029-09-14
"6,25,26,34,47,48",9,2029-09-17
"12,27,35,36,37,39",17,2029-09-20
"3,14,22,23,26,41",8,2029-09-23
"2,7,17,46,47,49",12,2029-09-26
"5,22,30,33,38,48",6,2029-09-29
"2,11,13,24,25,33",7,2029-10-02
"1,17,19,25,26,34",16,2029-10-05
"4,25,31,33,37,43",7,2029-10-08
"11,38,39,44,47,48",19,2029-10-11
"10,16,30,36,42,47",15,2029-10-14
"23,31,33,38,39,47",27,2029-10-17
"4,16,21,22,32,39",12,2029-10-20
"10,28,29,33,41,49",11,2029-10-23
"17,27,28,36,41,45",21,2029-10-26
"4,22,26,35,41,46",14,2029-10-29
"2,35,37,38,44,49",15,2029-11-01
"7,12,16,32,37,47",9,2029-11-04
"20,22,29,30,31,41",28,2029-11-07
"3,9,30,35,43,46",5,2029-11-10
"9,16,23,27,35,47",18,2029-11-13
"3,15,20,25,34,46",16,2029-11-16
"2,11,13,17,40,46",4,2029-11-19
"6,20,21,31,32,34",10,2029-11-22
"3,14,30,35,36,48",7,2029-11-25
"4,18,19,28,46,48",15,2029-11-28
"2,11,21,37,43,48",7,2029-12-01
"10,14,21,28,43,45",11,2029-12-04
"1,6,38,40,41,43",16,2029-12-07
"3,14,18,22,35,42",7,2029-12-10
"6,24,26,39,40,41",22,2029-12-13
"7,15,18,36,37,40",9,2029-12-16
"4,21,24,35,37,40",20,2029-12-19
"23,33,34,36,39,44",26,2029-12-22
"2,17,26,39,41,42",7,2029-12-25
"10,17,22,30,33,35",11,2029-12-28
"4,29,36,40,45,47",23,2029-12-31
"6,22,23,29,34,45",14,2030-01-03
"9,21,24,36,38,48",12,2030-01-06
"2,13,14,36,45,49",11,2030-01-09
"1,16,27,38,43,47",5,2030-01-12
"12,22,30,32,42,48",29,2030-01-15
"12,25,28,38,44,45",15,2030-01-18
"9,20,23,29,44,47",18,2030-01-21
"7,21,24,26,28,43",15,2030-01-24
"1,23,26,28,35,39",13,2030-01-27
"5,10,19,20,36,41",13,2030-01-30
"3,7,18,26,35,43",6,2030-02-02
"3,23,28,38,41,46",25,2030-02-05
"2,13,14,36,45,49",11,2030-02-08
"1,16,27,38,43,47",5,2030-02-11
"12,22,30,32,42,48",29,2030-02-14
"12,25,28,38,44,45",15,2030-02-17
"9,20,23,29,44,47",18,2030-02-20
"7,21,24,26,28,43",15,2030-02-23
"1,23,26,28,35,39",13,2030-02-26
"5,10,19,20,36,41",13,2030-03-01
"3,7,18,26,35,43",6,2030-03-04
"3,23,28,38,41,46",25,2030-03-07
"5,13,25,26,46,47",6,2030-03-10
"4,18,29,32,38,41",9,2030-03-13
"7,19,20,21,29,32",11,2030-03-16
"7,12,42,44,46,47",18,2030-03-19
"9,17,23,29,30,33",13,2030-03-22
"3,11,14,26,43,44",6,2030-03-25
"4,7,16,19,44,46",12,2030-03-28
"8,14,18,24,30,31",9,2030-03-31
"3,12,17,19,32,37",4,2030-04-03
"4,20,27,43,46,47",5,2030-04-06
"5,13,25,26,46,47",6,2030-04-09
"4,18,29,32,38,41",9,2030-04-12
"7,19,20,21,29,32",11,2030-04-15
"7,12,42,44,46,47",18,2030-04-18
"9,17,23,29,30,33",13,2030-04-21
"3,11,14,26,43,44",6,2030-04-24
"4,7,16,19,44,46",12,2030-04-27
"8,14,18,24,30,31",9,2030-04-30
"3,12,17,19,32,37",4,2030-05-03
"4,20,27,43,46,47",5,2030-05-06
"11,17,33,38,40,45",16,2030-05-09
"4,12,42,44,46,48",11,2030-05-12
"3,26,27,30,34,46",16,2030-05-15
"5,28,37,42,44,47",18,2030-05-18
"2,10,25,27,38,49",23,2030-05-21
"1,7,23,39,44,47",8,2030-05-24
"1,4,8,12,33,48",6,2030-05-27
"2,8,26,27,33,45",24,2030-05-30
"14,17,25,37,45,47",16,2030-06-02
"6,17,18,20,22,33",10,2030-06-05
"6,19,27,29,42,46",18,2030-06-08
"10,31,36,38,40,42",23,2030-06-11
"1,11,36,39,45,46",33,2030-06-14
"12,32,33,40,42,45",24,2030-06-17
"8,14,32,34,44,45",29,2030-06-20
"1,20,21,25,28,41",7,2030-06-23
"1,5,16,25,36,37",3,2030-06-26
"3,18,37,40,46,47",11,2030-06-29
"9,26,29,37,45,47",20,2030-07-02
"8,21,24,26,33,40",11,2030-07-05
"9,20,22,37,39,47",18,2030-07-08
"6,9,19,26,39,46",16,2030-07-11
"2,19,20,26,32,41",16,2030-07-14
"8,20,31,34,35,42",9,2030-07-17
"1,33,36,39,40,47",7,2030-07-20
"7,8,27,31,34,36",21,2030-07-23
"7,22,35,38,39,49",8,2030-07-26
"5,23,27,29,42,46",15,2030-07-29
"3,21,24,35,36,40",14,2030-08-01
"5,24,29,33,44,45",21,2030-08-04
"9,20,22,37,39,47",18,2030-08-07
"6,9,19,26,39,46",16,2030-08-10
"2,19,20,26,32,41",16,2030-08-13
"8,20,31,34,35,42",9,2030-08-16
"1,33,36,39,40,47",7,2030-08-19
"7,8,27,31,34,36",21,2030-08-22
"7,22,35,38,39,49",8,2030-08-25
"5,23,27,29,42,46",15,2030-08-28
"3,21,24,35,36,40",14,2030-08-31
"5,24,29,33,44,45",21,2030-09-03
"8,11,28,31,34,48",25,2030-09-06
"17,21,31,33,36,42",23,2030-09-09
"10,20,25,33,35,46",14,2030-09-12
"2,26,38,39,43,48",18,2030-09-15
"1,7,9,11,27,33",5,2030-09-18
"3,28,33,35,36,42",23,2030-09-21
"15,29,33,37,39,46",32,2030-09-24
"10,14,26,28,33,35",15,2030-09-27
"2,4,18,30,40,45",3,2030-09-30
"2,32,37,40,45,49",13,2030-10-03
"8,11,28,31,34,48",25,2030-10-06
"17,21,31,33,36,42",23,2030-10-09
"10,20,25,33,35,46",14,2030-10-12
"2,26,38,39,43,48",18,2030-10-15
"1,7,9,11,27,33",5,2030-10-18
"3,28,33,35,36,42",23,2030-10-21
"15,29,33,37,39,46",32,2030-10-24
"10,14,26,28,33,35",15,2030-10-27
"2,4,18,30,40,45",3,2030-10-30
"2,32,37,40,45,49",13,2030-11-02
"20,31,34,36,37,43",23,2030-11-05
"19,32,33,39,40,45",26,2030-11-08
"8,15,27,32,46,48",24,2030-11-11
"2,30,42,43,45,47",6,2030-11-14
"2,11,30,34,36,47",10,2030-11-17
"8,22,34,41,42,45",12,2030-11-20
"5,13,27,30,38,48",7,2030-11-23
"10,12,28,31,34,44",27,2030-11-26
"10,24,28,35,43,49",25,2030-11-29
"1,29,32,40,43,44",20,2030-12-02
"20,31,34,36,37,43",23,2030-12-05
"19,32,33,39,40,45",26,2030-12-08
"8,15,27,32,46,48",24,2030-12-11
"2,30,42,43,45,47",6,2030-12-14
"2,11,30,34,36,47",10,2030-12-17
"8,22,34,41,42,45",12,2030-12-20
"5,13,27,30,38,48",7,2030-12-23
"10,12,28,31,34,44",27,2030-12-26
"10,24,28,35,43,49",25,2030-12-29
"1,29,32,40,43,44",20,2031-01-01
"8,20,21,22,27,39",11,2031-01-04
"5,11,15,42,44,45",9,2031-01-07
"2,9,20,22,32,44",7,2031-01-10
"1,5,14,29,36,42",7,2031-01-13
"4,13,29,30,37,47",9,2031-01-16
"10,28,41,46,47,48",12,2031-01-19
"5,24,27,32,37,41",12,2031-01-22
"13,20,31,36,46,49",14,2031-01-25
"2,6,22,28,37,41",4,2031-01-28
"5,12,19,36,43,48",17,2031-01-31
"2,18,22,41,42,46",4,2031-02-03
"3,29,30,37,42,45",15,2031-02-06
"1,11,17,21,41,49",5,2031-02-09
"16,22,37,41,44,47",18,2031-02-12
"1,22,26,28,30,37",14,2031-02-15
"3,18,24,25,32,45",17,2031-02-18
"22,33,34,36,40,41",28,2031-02-21
"2,7,10,12,13,36",5,2031-02-24
"11,22,36,38,41,46",24,2031-02-27
"4,7,34,36,38,48",18,2031-03-02
"2,15,17,33,35,37",7,2031-03-05
"7,22,27,29,41,42",17,2031-03-08
"3,10,20,25,41,43",6,2031-03-11
"2,18,33,38,40,41",3,2031-03-14
"17,26,38,40,42,47",34,2031-03-17
"9,15,24,26,43,47",21,2031-03-20
"2,25,26,32,35,48",6,2031-03-23
"5,19,26,37,39,47",8,2031-03-26
"3,10,18,39,41,42",8,2031-03-29
"1,6,26,32,38,39",25,2031-04-01
"2,15,17,33,35,37",7,2031-04-04
"7,22,27,29,41,42",17,2031-04-07
"3,10,20,25,41,43",6,2031-04-10
"2,18,33,38,40,41",3,2031-04-13
"17,26,38,40,42,47",34,2031-04-16
"9,15,24,26,43,47",21,2031-04-19
"2,25,26,32,35,48",6,2031-04-22
"5,19,26,37,39,47",8,2031-04-25
"3,10,18,39,41,42",8,2031-04-28
"1,6,26,32,38,39",25,2031-05-01
"16,26,30,33,38,46",22,2031-05-04
"1,15,36,41,45,47",12,2031-05-07
"11,26,28,33,35,49",27,2031-05-10
"4,25,28,34,38,43",12,2031-05-13
"6,21,30,34,44,46",11,2031-05-16
"7,13,28,39,43,45",8,2031-05-19
"5,10,20,33,36,38",14,2031-05-22
"7,21,25,35,42,47",22,2031-05-25
"10,25,26,29,42,45",15,2031-05-28
"1,23,25,37,42,45",19,2031-05-31
"16,26,30,33,38,46",22,2031-06-03
"1,15,36,41,45,47",12,2031-06-06
"11,26,28,33,35,49",27,2031-06-09
"4,25,28,34,38,43",12,2031-06-12
"6,21,30,34,44,46",11,2031-06-15
"7,13,28,39,43,45",8,2031-06-18
"5,10,20,33,36,38",14,2031-06-21
"7,21,25,35,42,47",22,2031-06-24
"10,25,26,29,42,45",15,2031-06-27
"1,23,25,37,42,45",19,2031-06-30
"3,12,19,20,22,32",14,2031-07-03
"3,18,19,21,44,45",8,2031-07-06
"4,10,14,16,26,29",5,2031-07-09
"11,20,21,27,35,37",17,2031-07-12
"2,13,15,17,22,33",10,2031-07-15
"3,6,16,31,45,48",11,2031-07-18
"4,21,28,37,41,42",14,2031-07-21
"1,10,11,21,35,47",6,2031-07-24
"5,27,34,40,44,48",24,2031-07-27
"6,37,42,44,46,49",21,2031-07-30
"3,12,19,20,22,32",14,2031-08-02
"3,18,19,21,44,45",8,2031-08-05
"4,10,14,16,26,29",5,2031-08-08
"11,20,21,27,35,37",17,2031-08-11
"2,13,15,17,22,33",10,2031-08-14
"3,6,16,31,45,48",11,2031-08-17
"4,21,28,37,41,42",14,2031-08-20
"1,10,11,21,35,47",6,2031-08-23
"5,27,34,40,44,48",24,2031-08-26
"6,37,42,44,46,49",21,2031-08-29
"1,14,19,31,37,38",5,2031-09-01
"6,7,22,36,39,43",10,2031-09-04
"1,15,19,22,40,48",13,2031-09-07
"2,8,13,16,23,38",11,2031-09-10
"7,12,37,38,40,46",36,2031-09-13
"12,22,25,37,38,44",16,2031-09-16
"5,7,29,33,42,45",8,2031-09-19
"4,35,41,43,45,47",27,2031-09-22
"8,20,26,32,35,39",19,2031-09-25
"2,17,22,25,29,36",5,2031-09-28
"1,14,19,31,37,38",5,2031-10-01
"6,7,22,36,39,43",10,2031-10-04
"1,15,19,22,40,48",13,2031-10-07
"2,8,13,16,23,38",11,2031-10-10
"7,12,37,38,40,46",36,2031-10-13
"12,22,25,37,38,44",16,2031-10-16
"5,7,29,33,42,45",8,2031-10-19
"4,35,41,43,45,47",27,2031-10-22
"8,20,26,32,35,39",19,2031-10-25
"2,17,22,25,29,36",5,2031-10-28
"7,11,15,25,30,36",12,2031-10-31
"8,13,19,29,39,47",9,2031-11-03
"8,19,22,30,36,40",12,2031-11-06
"4,25,36,38,45,47",10,2031-11-09
"1,11,19,31,40,43",6,2031-11-12
"2,20,29,32,34,43",15,2031-11-15
"2,26,31,33,38,40",23,2031-11-18
"1,8,24,27,47,49",9,2031-11-21
"12,23,34,41,43,48",28,2031-11-24
"10,11,13,26,44,46",12,2031-11-27
"7,11,15,25,30,36",12,2031-11-30
"8,13,19,29,39,47",9,2031-12-03
"8,19,22,30,36,40",12,2031-12-06
"4,25,36,38,45,47",10,2031-12-09
"1,11,19,31,40,43",6,2031-12-12
"2,20,29,32,34,43",15,2031-12-15
"2,26,31,33,38,40",23,2031-12-18
"1,8,24,27,47,49",9,2031-12-21
"12,23,34,41,43,48",28,2031-12-24
"10,11,13,26,44,46",12,2031-12-27
"14,34,42,44,46,48",20,2031-12-30
"14,21,23,26,32,46",20,2032-01-02
"9,27,35,37,40,48",14,2032-01-05
"2,13,16,19,32,37",11,2032-01-08
"20,23,36,39,42,45",24,2032-01-11
"8,16,28,32,47,49",20,2032-01-14
"2,23,41,43,45,49",35,2032-01-17
"7,16,20,41,46,47",10,2032-01-20
"12,27,35,36,43,48",29,2032-01-23
"8,13,26,30,39,45",9,2032-01-26
"2,19,23,25,27,36",5,2032-01-29
"8,14,18,19,28,30",15,2032-02-01
"1,5,31,34,38,42",3,2032-02-04
"5,17,18,22,31,35",7,2032-02-07
"19,25,27,41,44,47",21,2032-02-10
"12,13,18,22,25,32",17,2032-02-13
"6,30,35,42,45,46",32,2032-02-16
"6,9,21,25,30,42",13,2032-02-19
"2,19,33,37,38,44",18,2032-02-22
"5,13,30,34,36,38",7,2032-02-25
"2,19,23,25,27,36",5,2032-02-28
"8,14,18,19,28,30",15,2032-03-02
"1,5,31,34,38,42",3,2032-03-05
"5,17,18,22,31,35",7,2032-03-08
"19,25,27,41,44,47",21,2032-03-11
"12,13,18,22,25,32",17,2032-03-14
"6,30,35,42,45,46",32,2032-03-17
"6,9,21,25,30,42",13,2032-03-20
"2,19,33,37,38,44",18,2032-03-23
"5,13,30,34,36,38",7,2032-03-26
"1,5,13,19,24,37",6,2032-03-29
"1,21,39,46,47,49",26,2032-04-01
"2,17,22,29,38,43",14,2032-04-04
"8,16,20,30,33,48",17,2032-04-07
"11,18,36,37,38,49",24,2032-04-10
"3,10,14,21,26,46",6,2032-04-13
"2,27,29,32,39,46",19,2032-04-16
"3,6,11,21,30,38",7,2032-04-19
"1,12,29,30,33,35",4,2032-04-22
"7,18,27,28,38,46",11,2032-04-25
"1,5,13,19,24,37",6,2032-04-28
"1,21,39,46,47,49",26,2032-05-01
"2,17,22,29,38,43",14,2032-05-04
"8,16,20,30,33,48",17,2032-05-07
"11,18,36,37,38,49",24,2032-05-10
"3,10,14,21,26,46",6,2032-05-13
"2,27,29,32,39,46",19,2032-05-16
"3,6,11,21,30,38",7,2032-05-19
"1,12,29,30,33,35",4,2032-05-22
"7,18,27,28,38,46",11,2032-05-25
"1,6,18,27,42,46",4,2032-05-28
"7,9,18,21,28,41",12,2032-05-31
"6,13,17,19,40,44",7,2032-06-03
"2,5,16,27,36,40",4,2032-06-06
"4,22,29,40,43,45",15,2032-06-09
"10,23,31,32,36,49",20,2032-06-12
"6,22,31,33,37,42",20,2032-06-15
"6,32,35,43,44,49",9,2032-06-18
"7,18,28,31,38,45",16,2032-06-21
"6,11,29,37,43,47",12,2032-06-24
"1,6,18,27,42,46",4,2032-06-27
"7,9,18,21,28,41",12,2032-06-30
"6,13,17,19,40,44",7,2032-07-03
"2,5,16,27,36,40",4,2032-07-06
"4,22,29,40,43,45",15,2032-07-09
"10,23,31,32,36,49",20,2032-07-12
"6,22,31,33,37,42",20,2032-07-15
"6,32,35,43,44,49",9,2032-07-18
"7,18,28,31,38,45",16,2032-07-21
"6,11,29,37,43,47",12,2032-07-24
"15,17,28,29,35,47",16,2032-07-27
"2,15,21,22,37,44",14,2032-07-30
"1,18,23,36,38,39",9,2032-08-02
"9,20,22,36,43,46",11,2032-08-05
"6,11,29,37,41,42",28,2032-08-08
"4,13,18,32,35,43",15,2032-08-11
"4,16,17,26,36,44",6,2032-08-14
"1,17,22,23,38,46",13,2032-08-17
"13,14,24,28,31,38",22,2032-08-20
"9,15,24,25,28,33",12,2032-08-23
"15,17,28,29,35,47",16,2032-08-26
"2,15,21,22,37,44",14,2032-08-29
"1,18,23,36,38,39",9,2032-09-01
"9,20,22,36,43,46",11,2032-09-04
"6,11,29,37,41,42",28,2032-09-07
"4,13,18,32,35,43",15,2032-09-10
"4,16,17,26,36,44",6,2032-09-13
"1,17,22,23,38,46",13,2032-09-16
"13,14,24,28,31,38",22,2032-09-19
"9,15,24,25,28,33",12,2032-09-22
"4,23,33,36,47,49",32,2032-09-25
"8,14,35,41,46,47",15,2032-09-28
"3,15,17,21,37,47",6,2032-10-01
"4,5,13,30,38,41",8,2032-10-04
"1,6,10,21,40,43",7,2032-10-07
"3,32,33,34,36,44",8,2032-10-10
"11,12,24,25,38,39",13,2032-10-13
"4,5,24,27,28,32",8,2032-10-16
"1,34,37,38,40,46",4,2032-10-19
"2,19,20,33,46,48",9,2032-10-22
"4,23,33,36,47,49",32,2032-10-25
"8,14,35,41,46,47",15,2032-10-28
"3,15,17,21,37,47",6,2032-10-31
"4,5,13,30,38,41",8,2032-11-03
"1,6,10,21,40,43",7,2032-11-06
"3,32,33,34,36,44",8,2032-11-09
"11,12,24,25,38,39",13,2032-11-12
"4,5,24,27,28,32",8,2032-11-15
"1,34,37,38,40,46",4,2032-11-18
"2,19,20,33,46,48",9,2032-11-21
"2,6,28,32,35,40",22,2032-11-24
"10,14,28,31,35,45",22,2032-11-27
"1,15,24,27,44,46",4,2032-11-30
"1,21,22,26,35,38",4,2032-12-03
"15,23,25,27,45,49",17,2032-12-06
"1,23,27,41,42,49",18,2032-12-09
"1,9,22,23,29,41",5,2032-12-12
"8,26,28,35,38,39",13,2032-12-15
"1,30,34,40,41,43",17,2032-12-18
"3,10,24,43,44,45",15,2032-12-21
"2,6,28,32,35,40",22,2032-12-24
"10,14,28,31,35,45",22,2032-12-27
"1,15,24,27,44,46",4,2032-12-30
"1,21,22,26,35,38",4,2033-01-02
"15,23,25,27,45,49",17,2033-01-05
"1,23,27,41,42,49",18,2033-01-08
"1,9,22,23,29,41",5,2033-01-11
"8,26,28,35,38,39",13,2033-01-14
"1,30,34,40,41,43",17,2033-01-17
"3,10,24,43,44,45",15,2033-01-20
"9,16,18,29,30,35",17,2033-01-23
"1,13,36,38,39,49",20,2033-01-26
"4,13,22,27,30,41",11,2033-01-29
"4,10,11,26,34,39",9,2033-02-01
"17,27,28,34,35,45",25,2033-02-04
"4,12,28,33,43,45",6,2033-02-07
"3,19,24,26,29,41",21,2033-02-10
"4,5,14,16,33,38",9,2033-02-13
"3,15,19,27,29,40",16,2033-02-16
"6,13,23,24,25,48",8,2033-02-19
"9,16,18,29,30,35",17,2033-02-22
"1,13,36,38,39,49",20,2033-02-25
"4,13,22,27,30,41",11,2033-02-28
"4,10,11,26,34,39",9,2033-03-03
"17,27,28,34,35,45",25,2033-03-06
"4,12,28,33,43,45",6,2033-03-09
"3,19,24,26,29,41",21,2033-03-12
"4,5,14,16,33,38",9,2033-03-15
"3,15,19,27,29,40",16,2033-03-18
"6,13,23,24,25,48",8,2033-03-21
"8,11,14,22,32,41",12,2033-03-24
"1,14,17,21,30,34",9,2033-03-27
"3,11,28,30,33,44",14,2033-03-30
"9,26,28,32,41,49",13,2033-04-02
"10,18,29,36,37,44",20,2033-04-05
"3,8,12,20,29,41",11,2033-04-08
"2,18,20,22,26,34",15,2033-04-11
"4,8,15,18,29,32",6,2033-04-14
"5,11,22,32,39,49",8,2033-04-17
"5,12,17,22,36,41",11,2033-04-20
"8,11,14,22,32,41",12,2033-04-23
"1,14,17,21,30,34",9,2033-04-26
"3,11,28,30,33,44",14,2033-04-29
"9,26,28,32,41,49",13,2033-05-02
"10,18,29,36,37,44",20,2033-05-05
"3,8,12,20,29,41",11,2033-05-08
"2,18,20,22,26,34",15,2033-05-11
"4,8,15,18,29,32",6,2033-05-14
"5,11,22,32,39,49",8,2033-05-17
"5,12,17,22,36,41",11,2033-05-20
"15,27,30,31,34,43",21,2033-05-23
"1,8,12,20,30,40",6,2033-05-26
"4,24,34,40,43,45",18,2033-05-29
"5,13,18,27,28,39",6,2033-06-01
"8,19,30,35,39,47",9,2033-06-04
